zip_code,store_name,store_street,description,original_price,new_price,discount,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10,final_category
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,RUGBRØDSBOLLER KOHBERG,23.95,15,8.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SKAFTEKOTELET PREMIEUR,34.95,27,7.95,Meat Fish,Pork,Pork Chops Pork Schnitzels,,,,,,,,Pork Chops Pork Schnitzels
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,DET GODE SOL RUGBRØD SCHULSTAD,13.25,10,3.25,Bread And Cakes,Rye Breads,Sun Flower Seeded Rye Breads,,,,,,,,Sun Flower Seeded Rye Breads
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SMOOTHIE MANGO PREMIEUR,20.0,15,5.0,Beverages,Juice Smoothies,Smoothies,,,,,,,,Smoothies
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SESAM HAVSALT WASA,25.0,19,6.0,Bread And Cakes,Crackers Crisp Bread,Crisp Bread,,,,,,,,Crisp Bread
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,GROVHAK. LEVERPOSTEJ STRYHNS,29.95,15,14.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,TARTELETTER PREMIEUR,18.0,14,4.0,Bread And Cakes,Bread Specialities,Tartlets,,,,,,,,Tartlets
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,HAMBURGERRYG SMAGEN AF AARHUS,17.95,11,6.95,Dairy And Cold Storage,Lunch Meats,Meat,Smoked Saddle Of Pork,,,,,,,Smoked Saddle Of Pork
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,ORGINAL SKIVER LEERDAMMER,32.95,19,13.95,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,ROASTBEEF EGELYKKE,14.95,11,3.95,Dairy And Cold Storage,Lunch Meats,Meat,Roastbeef,,,,,,,Roastbeef
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,KARTOFFEL SANDWICH KOHBERG,14.95,10,4.95,Bread And Cakes,Light Breads Dark Breads,Toast Breads,,,,,,,,Toast Breads
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,OSTEDIP M. KIKS DIPPERS,22.0,17,5.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,OSTEDIP M STICK DIPPERS,22.0,17,5.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,XMATURE CHEDDAR CASTELLO,30.0,23,7.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,AGED GOUDA CASTELLO,30.0,23,7.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,VALNØD BARRIT,18.0,11,7.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,PEBERROD BARRIT,18.0,11,7.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SMARAGD CMT,20.0,15,5.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,CAMEMBERT LE RUSTIQUE,32.0,25,7.0,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,,,,,,,Blue Cheese Brie
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SKÆRE 45+ H.C. ANDERSE,99.0,50,49.0,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,,,,,,,Cheese For Slicing
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,BRIE M/TRØFFEL CASTELLO,14.0,11,3.0,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,,,,,,,Blue Cheese Brie
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,DANABLU SKIVER CASTELLO,14.0,11,3.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,OPAL CHEESEMAKER,20.0,15,5.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,20+ MILD SKIVER CHEASY,45.0,23,22.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,HØRFRØ RUGBRØD GAMLE MØLLE,9.75,7,2.75,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,CHAI LATTE ICE,5.0,3,2.0,Dairy And Cold Storage,Dairy,Cold Coffee Drinks Cacao,,,,,,,,Cold Coffee Drinks Cacao
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SKÆREOST 45+ XL RIBERHUS,55.0,39,16.0,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,,,,,,,Cheese For Slicing
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,MOZZARELLA KAROLINES,14.0,11,3.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,KRAS 45+ XL THEM,55.0,31,24.0,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,,,,,,,Cheese For Slicing
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,DET GODE GULEROD SCHULSTAD,14.95,10,4.95,Bread And Cakes,Rye Breads,Rye Breads With Carrots,,,,,,,,Rye Breads With Carrots
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,FRANSK LEVERPOSTEJ STRYHNS,29.95,15,14.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,BRIE PRÉSIDENT,35.95,19,16.95,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,,,,,,,Blue Cheese Brie
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,LAGRET CHEDDAR CASTELLO,30.0,23,7.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,ØKO SKIVER MINI THEM,24.0,16,8.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,RØD I SKIVER PRIMA DONNA,34.95,26,8.95,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SKIVEOST L 45+ H.C. ANDERSE,18.0,14,4.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,HVID/PURLØG ØKO NATURLI,20.0,13,7.0,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,,,,,,,Cream Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,MODNET GLØD CASTELLO,38.0,26,12.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,GROVHAK. LEVERPOSTEJ EGELYKKE,14.5,11,3.5,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,SPREAD PUCK,20.0,11,9.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,45+ ML SKIVER KLOVBORG,45.0,24,21.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,TOAST SLICES HAJDU,20.0,15,5.0,,,,,,,,,,,
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,RONDELÉ VALNØD PRÉSIDENT,18.5,12,6.5,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,,,,,,,Cream Cheese
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,MEXI TOPPING FALENGREEN,9.0,7,2.0,Dairy And Cold Storage,Dairy,Cheese,Shredded Cheese Toppings,,,,,,,Shredded Cheese Toppings
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,PIZZATOPPING FALENGREEN,9.0,7,2.0,Dairy And Cold Storage,Dairy,Cheese,Shredded Cheese Toppings,,,,,,,Shredded Cheese Toppings
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,LAGRET HAVARTI CASTELLO,45.0,27,18.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,HOTDOG PØLSER PØLSEMESTEREN,33.95,20,13.95,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Tomsgårdsvej,Tomsgårdsvej 24,BURGER SLICES HAJDU,20.0,15,5.0,,,,,,,,,,,
2400,Netto Lygten,Lygten 53,KRANS ANANAS CASTELLO,15.0,11,4.0,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,,,,,,,Cream Cheese
2400,Netto Lygten,Lygten 53,OSTEHAPS LILLEBROR,10.0,7,3.0,,,,,,,,,,,
2400,Netto Lygten,Lygten 53,RUGBRØDSBOLLER KOHBERG,23.95,15,8.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Lygten,Lygten 53,GULERODSBOLLER GAMLE MØLLE,15.95,12,3.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Lygten,Lygten 53,SCHWARZBROT GAMLE MØLLE,8.0,6,2.0,Bread And Cakes,Rye Breads,Other Rye Breads,,,,,,,,Other Rye Breads
2400,Netto Lygten,Lygten 53,KERNERUGBRØD GAMLE MØLLE,7.75,6,1.75,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Lygten,Lygten 53,KRYDDERBOLLER FK GAMLE MØLLE,10.5,6,4.5,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Lygten,Lygten 53,XXL SERRANO SERRANO,39.0,31,8.0,Dairy And Cold Storage,Tapas Specialities,Cold Cuts Specialities,,,,,,,,Cold Cuts Specialities
2400,Netto Lygten,Lygten 53,MØRKT RUGBRØD GAMLE MØLLE,5.75,3,2.75,Bread And Cakes,Rye Breads,Other Rye Breads,,,,,,,,Other Rye Breads
2400,Netto Lygten,Lygten 53,HVEDESANDWICH GAMLE MØLLE,14.0,11,3.0,Bread And Cakes,Light Breads Dark Breads,Toast Breads,,,,,,,,Toast Breads
2400,Netto Lygten,Lygten 53,FRANKFURTER LANGELÆNDER,49.95,32,17.95,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Lygten,Lygten 53,HØRFRØ RUGBRØD GAMLE MØLLE,9.75,6,3.75,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Lygten,Lygten 53,JAVISST PÅGEN,23.95,6,17.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Lygten,Lygten 53,SMAGFULD BOLLER KOHBERG,24.95,13,11.95,Bread And Cakes,Light Breads Dark Breads,Whole Breads,,,,,,,,Whole Breads
2400,Netto Lygten,Lygten 53,PÅSKEPANDEKAGE BRUGSE,20.0,10,10.0,,,,,,,,,,,
2400,Netto Lygten,Lygten 53,GRILLPØLSER LANGELÆNDER,49.95,25,24.95,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Lygten,Lygten 53,OSTEDIP M STICK DIPPERS,22.0,16,6.0,,,,,,,,,,,
2400,Netto Lygten,Lygten 53,OSTEDIP M. KIKS DIPPERS,22.0,17,5.0,,,,,,,,,,,
2400,Netto Lygten,Lygten 53,BURGERBOOST SMOKEY DANISH CROWN,46.95,29,17.95,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,,,,,,,,Dinner Meals
2400,Netto Lygten,Lygten 53,BACH SCHINKE SMAGEN AF AARHUS,17.95,14,3.95,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Ham,,,,,,,Cold Cuts Ham
2400,Netto Lygten,Lygten 53,RULLEPØLSE SMAGEN AF AARHUS,17.95,14,3.95,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,,,,,,,Sausage Roll
2400,Netto Lygten,Lygten 53,BACON POSTEJ STRYHNS,29.95,15,14.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Lygten,Lygten 53,RØGET MEDISTER 3-STJERNET,17.95,9,8.95,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,,,,,,,Meat Sausage
2400,Netto Lygten,Lygten 53,KØDPØLSE 3-STJERNET,17.95,9,8.95,Dairy And Cold Storage,Lunch Meats,Meat,Meat Sausage,,,,,,,Meat Sausage
2400,Netto Lygten,Lygten 53,SAN. KYL. TOMAT PÅLÆKKER,15.95,8,7.95,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Chicken,,,,,,,Cold Cuts Chicken
2400,Netto Lygten,Lygten 53,BACON-PEBER POSTEJ STRYHNS,24.95,16,8.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Lygten,Lygten 53,SPICY TUNSALAT K-SALAT,19.95,10,9.95,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,,,,,,,Fish Mayo Salads
2400,Netto Lygten,Lygten 53,KRYDDERBOLLER GAMLE MØLLE,8.5,6,2.5,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Lygten,Lygten 53,ØKO LETMÆLK ARLA,15.25,12,3.25,Dairy And Cold Storage,Dairy,Milk,Skimmed Milk,,,,,,,Skimmed Milk
2400,Netto Lygten,Lygten 53,ØKO MINIMÆLK ARLA,13.75,10,3.75,Dairy And Cold Storage,Dairy,Milk,Semiskimmed Milk,,,,,,,Semiskimmed Milk
2400,Netto Lygten,Lygten 53,FRANSK LEVERPOSTEJ STRYHNS,29.95,15,14.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Lygten,Lygten 53,BACON LEVERPOSTEJ TULIP,19.95,8,11.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Lygten,Lygten 53,SØDMÆLK ARLA,15.25,11,4.25,Dairy And Cold Storage,Dairy,Milk,Whole Milk,,,,,,,Whole Milk
2400,Netto Lygten,Lygten 53,ØKO SKUMMETMÆLK ARLA,13.75,10,3.75,Dairy And Cold Storage,Dairy,Milk,Nonfat Milk,,,,,,,Nonfat Milk
2400,Netto Lygten,Lygten 53,HK. GRIS 8-12% VELSMAG,37.95,23,14.95,Meat Fish,Pork,Minced Pork,,,,,,,,Minced Pork
2400,Netto Stærevej,Stærevej 74,KRYDDERBOLLER FK GAMLE MØLLE,10.5,8,2.5,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Stærevej,Stærevej 74,TUNSALAT GRAASTEN,12.0,9,3.0,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Fish Mayo Salads,,,,,,,Fish Mayo Salads
2400,Netto Stærevej,Stærevej 74,HYTTEOST PROTEIN LAB,12.95,8,4.95,Dairy And Cold Storage,Dairy,Cheese,Cottage Cheese,,,,,,,Cottage Cheese
2400,Netto Stærevej,Stærevej 74,SMARAGD CMT,20.0,15,5.0,,,,,,,,,,,
2400,Netto Stærevej,Stærevej 74,KARTOFFELSALAT FLENSTED,15.0,11,4.0,Dairy And Cold Storage,Potato Accessories,potato Salad,,,,,,,,potato Salad
2400,Netto Stærevej,Stærevej 74,NDUJA TULIP,15.0,11,4.0,Dairy And Cold Storage,Bacon Sausages Toppings,Other Toppings,,,,,,,,Other Toppings
2400,Netto Stærevej,Stærevej 74,TØRSALTET BACON AALBÆK,10.0,7,3.0,Dairy And Cold Storage,Bacon Sausages Toppings,Bacon,Sliced Bacon,,,,,,,Sliced Bacon
2400,Netto Stærevej,Stærevej 74,SKIVEOST ML ØKO H.C ANDERSEN,18.0,14,4.0,,,,,,,,,,,
2400,Netto Stærevej,Stærevej 74,RØD I SKIVER PRIMA DONNA,34.95,25,9.95,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Stærevej,Stærevej 74,FRANKF. RAMSLØG C. VOLLSTEDT,25.0,19,6.0,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Stærevej,Stærevej 74,BRIE M/TRØFFEL CASTELLO,14.0,11,3.0,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,,,,,,,Blue Cheese Brie
2400,Netto Stærevej,Stærevej 74,FRANSK BRIE MON AMI,48.0,38,10.0,Dairy And Cold Storage,Dairy,Cheese,Blue Cheese Brie,,,,,,,Blue Cheese Brie
2400,Netto Stærevej,Stærevej 74,HOTDOG PØLSER LANGELÆNDER,39.0,31,8.0,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Stærevej,Stærevej 74,OSTEDIP M STICK DIPPERS,22.0,17,5.0,,,,,,,,,,,
2400,Netto Stærevej,Stærevej 74,FRANKF. OST C. VOLLSTEDT,25.0,19,6.0,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Stærevej,Stærevej 74,DANABLU SKIVER CASTELLO,14.0,11,3.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Stærevej,Stærevej 74,PROTEINBRØD KOHBERG,25.95,20,5.95,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Stærevej,Stærevej 74,SOLSTYKKER PÅGEN,23.95,13,10.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Stærevej,Stærevej 74,BAGERENS BEDSTE KOHBERG,20.95,11,9.95,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Stærevej,Stærevej 74,KRYDDERBOLLER GAMLE MØLLE,8.5,6,2.5,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Stærevej,Stærevej 74,MEDISTER VELSMAG,20.0,15,5.0,,,,,,,,,,,
2400,Netto Stærevej,Stærevej 74,KARTOFFEL SANDWICH KOHBERG,14.95,11,3.95,Bread And Cakes,Light Breads Dark Breads,Toast Breads,,,,,,,,Toast Breads
2400,Netto Stærevej,Stærevej 74,PÅSKEPANDEKAGE BRUGSE,20.0,15,5.0,,,,,,,,,,,
2400,Netto Stærevej,Stærevej 74,KERNERUGBRØD GAMLE MØLLE,7.75,6,1.75,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Stærevej,Stærevej 74,SOLSKINSBOLLER KOHBERG,22.75,12,10.75,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Stærevej,Stærevej 74,HERKULES KOHBERG,21.95,11,10.95,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Tuborgvej,Tuborgvej 239,INGEFÆR/HINDBÆR ØGO,5.0,3,2.0,Beverages,Juice Smoothies,Fruit Shots Vegetable Shots,,,,,,,,Fruit Shots Vegetable Shots
2400,Netto Tuborgvej,Tuborgvej 239,HVID/PURLØG ØKO NATURLI,20.0,14,6.0,Dairy And Cold Storage,Dairy,Cheese,Cream Cheese,,,,,,,Cream Cheese
2400,Netto Tuborgvej,Tuborgvej 239,SKÆREOST 45+ XL RIBERHUS,55.0,34,21.0,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,,,,,,,Cheese For Slicing
2400,Netto Tuborgvej,Tuborgvej 239,CHEESECAKE TOBLERONE,16.0,12,4.0,Dairy And Cold Storage,Dairy,Desserts Snacks,,,,,,,,Desserts Snacks
2400,Netto Tuborgvej,Tuborgvej 239,HAVARTI ØKO SKV THEM,22.0,17,5.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,SMARAGD CMT,20.0,15,5.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,KAKAOMÆLK CHOCOMEL,7.0,5,2.0,Dairy And Cold Storage,Dairy,Cold Coffee Drinks Cacao,,,,,,,,Cold Coffee Drinks Cacao
2400,Netto Tuborgvej,Tuborgvej 239,"JUICE CITRON, LIME INNOCENT",20.0,15,5.0,Beverages,Juice Smoothies,Multi Fruit Juices,,,,,,,,Multi Fruit Juices
2400,Netto Tuborgvej,Tuborgvej 239,20+ MILD SKIVER CHEASY,45.0,25,20.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,BURGER SLICES HAJDU,20.0,15,5.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,SPINATDELLE FOOD DESIGN,20.0,15,5.0,Dairy And Cold Storage,Ready To Eat Meals,Ready To Eat Meat Alternatives,,,,,,,,Ready To Eat Meat Alternatives
2400,Netto Tuborgvej,Tuborgvej 239,CHEESECAKE OREO,16.0,12,4.0,Dairy And Cold Storage,Dairy,Desserts Snacks,,,,,,,,Desserts Snacks
2400,Netto Tuborgvej,Tuborgvej 239,TOAST SLICES HAJDU,20.0,15,5.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,NDUJA TULIP,15.0,8,7.0,Dairy And Cold Storage,Bacon Sausages Toppings,Other Toppings,,,,,,,,Other Toppings
2400,Netto Tuborgvej,Tuborgvej 239,SMOOTHIE 250ML FRUGTKOMPAG.,10.95,6,4.95,Beverages,Juice Smoothies,Smoothies,,,,,,,,Smoothies
2400,Netto Tuborgvej,Tuborgvej 239,ITALIENSK SALAT GRAASTEN,12.0,9,3.0,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Italian Mayo Salads,,,,,,,Italian Mayo Salads
2400,Netto Tuborgvej,Tuborgvej 239,KARRY SALAT GRAASTEN,12.0,7,5.0,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Other Mayo Salads,,,,,,,Other Mayo Salads
2400,Netto Tuborgvej,Tuborgvej 239,LAGRET HAVARTI CASTELLO,45.0,27,18.0,Dairy And Cold Storage,Dairy,Cheese,Cheese Specialities,,,,,,,Cheese Specialities
2400,Netto Tuborgvej,Tuborgvej 239,ØKO SKIVER MINI THEM,24.0,14,10.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,BACON POSTEJ STRYHNS,29.95,8,21.95,Dairy And Cold Storage,Lunch Meats,Liver Paste Patee,,,,,,,,Liver Paste Patee
2400,Netto Tuborgvej,Tuborgvej 239,KERNERUGBRØD GAMLE MØLLE,7.75,6,1.75,Bread And Cakes,Rye Breads,Seeded Rye Breads,,,,,,,,Seeded Rye Breads
2400,Netto Tuborgvej,Tuborgvej 239,CAFÉ SANDWICH KOHBERG,21.95,12,9.95,Bread And Cakes,Light Breads Dark Breads,Toast Breads,,,,,,,,Toast Breads
2400,Netto Tuborgvej,Tuborgvej 239,BOLLER I KARRY LØGISMOSE,41.95,32,9.95,Dairy And Cold Storage,Ready To Eat Meals,Dinner Meals,,,,,,,,Dinner Meals
2400,Netto Tuborgvej,Tuborgvej 239,ÆG'BACON SANDWICH NATURLI,20.0,14,6.0,Dairy And Cold Storage,Ready To Eat Meals,Sandwiches Wraps,,,,,,,,Sandwiches Wraps
2400,Netto Tuborgvej,Tuborgvej 239,FILET A LA MØR. PREMIEUR,44.95,35,9.95,Meat Fish,Pork,Roasted Whole Pork Pieces,Pork Tenderloin,,,,,,,Pork Tenderloin
2400,Netto Tuborgvej,Tuborgvej 239,SKIVEOST L 45+ H.C. ANDERSE,18.0,14,4.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,JAVISST PÅGEN,23.95,10,13.95,Bread And Cakes,Light Breads Dark Breads,Light Dark Buns,,,,,,,,Light Dark Buns
2400,Netto Tuborgvej,Tuborgvej 239,KARTOFFELSALAT FLENSTED,15.0,11,4.0,Dairy And Cold Storage,Potato Accessories,potato Salad,,,,,,,,potato Salad
2400,Netto Tuborgvej,Tuborgvej 239,SKÆRE 45+ H.C. ANDERSE,99.0,63,36.0,Dairy And Cold Storage,Dairy,Cheese,Cheese For Slicing,,,,,,,Cheese For Slicing
2400,Netto Tuborgvej,Tuborgvej 239,BACH SCHINKE SMAGEN AF AARHUS,17.95,10,7.95,Dairy And Cold Storage,Lunch Meats,Meat,Cold Cuts Ham,,,,,,,Cold Cuts Ham
2400,Netto Tuborgvej,Tuborgvej 239,XXL CHORIZO XXL,35.0,22,13.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,RULLEPØLSE PÅLÆKKER,15.95,8,7.95,Dairy And Cold Storage,Lunch Meats,Meat,Sausage Roll,,,,,,,Sausage Roll
2400,Netto Tuborgvej,Tuborgvej 239,HK. GRIS 8-12% VELSMAG,37.95,24,13.95,Meat Fish,Pork,Minced Pork,,,,,,,,Minced Pork
2400,Netto Tuborgvej,Tuborgvej 239,INGEFÆR/HIND ØGO,20.0,15,5.0,Beverages,Juice Smoothies,Fruit Shots Vegetable Shots,,,,,,,,Fruit Shots Vegetable Shots
2400,Netto Tuborgvej,Tuborgvej 239,MADLAVNING 15% AMA,13.95,3,10.95,Dairy And Cold Storage,Dairy,Plant Based Alternatives,Plant Based Cream Alternatives,,,,,,,Plant Based Cream Alternatives
2400,Netto Tuborgvej,Tuborgvej 239,SKALDYRSSALAT BORNHOLMSK,15.0,8,7.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,MEXI TOPPING FALENGREEN,9.0,7,2.0,Dairy And Cold Storage,Dairy,Cheese,Shredded Cheese Toppings,,,,,,,Shredded Cheese Toppings
2400,Netto Tuborgvej,Tuborgvej 239,BACON BEARNAISE JENSENS,10.0,6,4.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,RØGET FILET PÅLÆKKER,17.95,7,10.95,Dairy And Cold Storage,Lunch Meats,Meat,Sliced Lunch Meats,,,,,,,Sliced Lunch Meats
2400,Netto Tuborgvej,Tuborgvej 239,CITRON LEMONADE FRUGTKOMP.,12.0,9,3.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,FRANKF. OST C. VOLLSTEDT,25.0,19,6.0,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Tuborgvej,Tuborgvej 239,BARISTA LATTE NESCAFÉ,10.0,7,3.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,BARISTA CAPPUCI NESCAFÉ,10.0,7,3.0,,,,,,,,,,,
